Molecule ChEMBL ID,Molecule Name,Smiles,Standard Relation,Standard Type,Standard Value,Assay Description,Document Journal,Document Year,Data Validity Comment
CHEMBL3341983,,Nc1noc2ccc(-c3cc(Cl)ccc3Oc3cc(F)c(S(=O)(=O)Nc4ncns4)cc3F)cc12,'=',IC50,1380.0,Inhibition of full length human Nav1.5 channel expressed in HEK cells co-expressing human sodium channel subunit beta1 at holding potential -60 mV by automated voltage clamp analysis,ACS Med Chem Lett,2016,
CHEMBL3657939,,O=C(NS(=O)(=O)N1CCOCC1)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,'=',IC50,14.0,"Electrophysiological Assay: Patch voltage clamp electrophysiology allows for the direct measurement and quantification of block of voltage-gated sodium channels (NaV's), and allows the determination of the time- and voltage-dependence of block which has been interpreted as differential binding to the resting, open, and inactivated states of the sodium channel (Hille, B., Journal of General Physiology (1977), 69: 497-515).The following patch voltage clamp electrophysiology studies were performed on representative compounds of the invention using human embryonic kidney cells (HEK), permanently transfected with an expression vector containing the full-length cDNA coding for the desired human sodium channel alpha -subunit, grown in culture media containing 10% FBS, 1% PSG, and 0.5 mg/mL G418 at 37 C. with 5% CO2. HEK cells used for the electrophysiology (EP) recordings had a passage number of less than 40 for all studies and were used within three days from the time of plating.",,2015,
CHEMBL3682841,,COc1cc(C(F)(F)F)ccc1-c1cnnc2cc(S(=O)(=O)Nc3nccs3)ccc12,'>',IC50,30000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inhibition of sodium current at holding potential of -125 mV measured for 3 to 5 mins by whole cell voltage clamp method,ACS Med Chem Lett,2016,
CHEMBL3682623,,COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12,'=',IC50,12000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inhibition of sodium current at holding potential of -125 mV measured for 3 to 5 mins by whole cell voltage clamp method,ACS Med Chem Lett,2016,
CHEMBL3416907,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3416944,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'=',IC50,500.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3799378,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCN/C(=N/C)NC)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL1421,DASATINIB,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,'=',IC50,100000.0,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,
CHEMBL3128188,,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2ccnn21,'>',IC50,30000.0,Inhibition of human NaV1.5,J Med Chem,2014,
CHEMBL552382,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1,'>',IC50,10000.0,Inhibition of Nav1.5 channel,J Med Chem,2009,
CHEMBL2010816,,Nc1cncc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,'=',IC50,1500.0,Antagonist activity at human partially inactivated NaV 1.5 channel expressed in HEK293 cells by manual whole cell patch clamp assay,Bioorg Med Chem Lett,2012,
CHEMBL741,LAMOTRIGINE,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,'=',IC50,100000.0,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,
CHEMBL192,SILDENAFIL,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,'=',IC50,501187.23,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL254316,RALTEGRAVIR,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,'=',IC50,1584893.19,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL1118,DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,'=',IC50,316227.77,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL3113245,,Cl.Nc1nc(-c2cccc(NC(=O)c3ccc[nH]3)c2)c[nH]1,'>',IC50,30000.0,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3113251,,CC(C)(C)OC(=O)n1cc(-c2ccc(NC(=O)c3cc4ccccc4[nH]3)cc2)nc1N,'>',IC50,30000.0,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL473,DOFETILIDE,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,'=',IC50,316227.77,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL4069801,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC2CC3CCC2O3)cc1F,'=',IC50,931.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL3416911,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3416937,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](Cc4cccc5ccccc45)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'=',IC50,400.0,Inhibition of human Nav1.5 expressed in HEK293 cells by whole cell patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL4859414,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,'=',IC50,700.0,Inhibition of human Nav1.5 by automated voltage clamp electrophysiology,Bioorg Med Chem Lett,2021,
CHEMBL4854735,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)c(F)c1,'=',IC50,170.0,Inhibition of human Nav1.5 by automated voltage clamp electrophysiology,Bioorg Med Chem Lett,2021,
CHEMBL4859414,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,'=',IC50,410.0,Inhibition of human Nav1.5 VSD2 R814A mutant by automated voltage clamp electrophysiology,Bioorg Med Chem Lett,2021,
CHEMBL4854735,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)c(F)c1,'=',IC50,17.7,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inhibition of peak channel current at holding potential of -95 mV,Bioorg Med Chem Lett,2021,
CHEMBL3113244,,CC(C)(C)OC(=O)n1cc(-c2ccc(NC(=O)c3ccc[nH]3)cc2)nc1N,'>',IC50,30000.0,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3113247,,CC(C)(C)OC(=O)n1cc(-c2cccc(NC(=O)c3cc[nH]c3)c2)nc1N,'>',IC50,30000.0,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3113251,,CC(C)(C)OC(=O)n1cc(-c2ccc(NC(=O)c3cc4ccccc4[nH]3)cc2)nc1N,'>',IC50,30000.0,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3112596,,CNc1nc(-c2cccc(NC(=O)c3cc4ccccc4[nH]3)c2)c[nH]1.Cl,'>',IC50,30000.0,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3799550,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'=',IC50,4500.0,Inhibition of human Nav1.5 expressed in HEK293 cells by whole cell patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3800461,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'=',IC50,3200.0,Inhibition of human Nav1.5 expressed in HEK293 cells by whole cell patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL1684585,,Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1,'>',IC50,30000.0,Inhibition of human NaV1.5,J Med Chem,2014,
CHEMBL2011947,,Nc1ncnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,'=',IC50,3200.0,Antagonist activity at human partially inactivated NaV 1.5 channel expressed in HEK293 cells by PatchXpress voltage patch clamp assay,Bioorg Med Chem Lett,2012,
CHEMBL3416893,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'=',IC50,27000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3416892,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3112596,,CNc1nc(-c2cccc(NC(=O)c3cc4ccccc4[nH]3)c2)c[nH]1.Cl,'=',IC50,20000.0,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3113254,,CC(C)(C)OC(=O)n1cc(-c2cccc(NC(=O)c3c[nH]c4ccccc34)c2)nc1N,'>',IC50,30000.0,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL741,LAMOTRIGINE,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,'=',IC50,39810.72,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,
CHEMBL1621,PALIPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,'=',IC50,158489.32,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL3416905,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3799757,,CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@H](C(=O)N[C@@H](Cc4ccccc4)C(N)=O)C(C)C)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC2=O,'>',IC50,5000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3416901,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](C)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,20000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3416906,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,4700.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
