Molecule ChEMBL ID,Molecule Name,Smiles,Standard Relation,Standard Type,Standard Value,Assay Description,Document Journal,Document Year,Data Validity Comment
CHEMBL3416945,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,10000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3416905,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3692149,,COc1cc(C(F)(F)F)ccc1-c1n[nH]c(=O)c2cc(S(=O)(=O)Nc3nccs3)ccc12,'>',IC50,30000.0,"In Vitro PX Assay: 293 cells stably transfected with Nav 1.5 were recorded in whole cell voltage clamp mode with the PatchXpress automated electrophysiology system according the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Cells were held at a holding potential of −50 mV to inactivate sodium channels. To elicit sodium currents the voltage was changed to −120 mV to recover a portion of the channels, followed by delivery of test pulses of 20 msec duration to 0 mV, at 0.1 Hz. A single concentration of test compound was applied to cells for a duration of 5 minutes. Peak sodium current was measured at the end of the compound addition period to determine percent inhibition.",,2015,
CHEMBL4854735,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)c(F)c1,'=',IC50,110.0,Inhibition of human Nav1.5 by V1/2 protocol based analysis,Bioorg Med Chem Lett,2021,
CHEMBL3416916,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL5083772,BIIB-091,Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,'>',IC50,25000.0,Inhibition of tonic human Nav1.5,J Med Chem,2022,
CHEMBL3948638,,N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)cc(F)c21,'=',IC50,385.0,"In Vitro Assay: HEK 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation. Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",,2016,
CHEMBL4094490,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCCOC2)cc1F,'=',IC50,50.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4073324,,O=C1CCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,'=',IC50,150.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4076229,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCOC2)cc1F,'=',IC50,10000.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4062009,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC2CCOCC2)cc1F,'>',IC50,30000.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4092435,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CC[C@H](O)CC2)cc1F,'=',IC50,1300.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL3657855,,O=C(NS(=O)(=O)N1CCC1)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,'=',IC50,51.0,Inhibition of full length human Nav1.5 expressed in HEK cells by whole cell voltage clamp analysis,J Med Chem,2021,
CHEMBL4280298,,CC(C)COc1ncc(-c2nn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,'=',IC50,6500.0,Inhibition of human Nav1.5 expressed in HEK293 cells after 600 secs at -50 mV holding potential by ion works barracuda population patch clamp method,J Med Chem,2019,
CHEMBL4279180,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,'=',IC50,18347.0,Inhibition of Nav1.5 (unknown origin) expressed in HEK293 cells at -40 mV holding potential measured after 600 secs by patch clamp method,ACS Med Chem Lett,2018,
CHEMBL631,PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,'>',IC50,5000.0,Inhibition of human cloned Nav1.5 channel expressed in chinese hamster CHO cells assessed as phasic inhibition after 5 mins by patch clamp assay,J Med Chem,2011,
CHEMBL2164371,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCOCC1,'>',IC50,33000.0,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,J Med Chem,2012,
CHEMBL3682622,,Cc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12,'=',IC50,5100.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inhibition of sodium current at holding potential of -125 mV measured for 3 to 5 mins by whole cell voltage clamp method,ACS Med Chem Lett,2016,
CHEMBL1963594,,Cc1ccc(N2CCN(CC(O)COc3ccccc3C(=O)CCc3ccccc3)CC2)cc1,'>',IC50,5000.0,Inhibition of Nav1.5 assessed as tonic inhibition by patch clamp assay,J Med Chem,2012,
CHEMBL3318132,,CSCC[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]3CSSC[C@H](NC(=O)[C@H](C(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)O)CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC3=O)C(=O)N2,'=',IC50,400.0,Inhibition of human Nav1.5 expressed in HEK293 cells by electrophysiology assay,J Med Chem,2019,
CHEMBL4217988,,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(-c2cccc(C(F)(F)F)c2)cc1-c1ccnc(CNCCC2CCNCC2)c1,'=',IC50,2000.0,Inhibition of human Nav1.5 expressed in HEK cells by automated patchXpress electrophysiology method,Bioorg Med Chem Lett,2017,
CHEMBL2164367,,CC1(C(=O)NCc2ccc(OC(F)(F)F)cc2)c2ccccc2C(=O)N1CCc1ccccn1,'=',IC50,25000.0,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,J Med Chem,2012,
CHEMBL2164371,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCOCC1,'>',IC50,30000.0,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,J Med Chem,2012,
CHEMBL473,DOFETILIDE,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,'>',IC50,300000.0,Blockade of Na+ current in frog oocytes expressing human cardiac sodium channel (HH1),J Med Chem,1995,Outside typical range
CHEMBL5094715,,C[C@@H](c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)CC1,'=',IC50,551.0,Inhibition of full length human Nav1.5 expressed in HEK cells by whole cell voltage clamp analysis,J Med Chem,2021,
CHEMBL3907025,,N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)c(Cl)cc21,'=',IC50,736.0,"In Vitro Assay: HEK 293 cells stably transfected with either Nav 1.7 or with Nav 1.5 were recorded in population patch-clamp mode with the IonWorks® Quattro automated electrophysiology system in accordance with the manufacturer's specifications (Molecular Devices, LLC, Sunnyvale, Calif.). Sodium channel currents were measured in response to a train of depolarizations that induced successively greater inactivation. Cells were held at −110 mV for three seconds (Nav 1.7) or half a second (Nav 1.5) from a holding voltage of −15 mV, then put through a series of 26 pulses of 150 msec duration to −20 mV at a frequency of 5 Hz. Cells were then left unclamped for a period of 3 to 8 minutes while a single concentration of test compound was added. Cells were then reclamped and put through the same voltage protocol. Current at the end of the 26th pulse to −20 mV was subtracted from the peak current evoked by the 26th pulse to −20 mV to correct for leak current.",,2016,
CHEMBL3113261,,CNc1nc(-c2cccc(NC(=O)c3ccco3)c2)cn1C(=O)OC(C)(C)C,'>',IC50,30000.0,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3113261,,CNc1nc(-c2cccc(NC(=O)c3ccco3)c2)cn1C(=O)OC(C)(C)C,'>',IC50,30000.0,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL4287506,,CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cn1,'=',IC50,3700.0,Inhibition of human Nav1.5 expressed in HEK293 cells after 600 secs at -50 mV holding potential by ion works barracuda population patch clamp method,J Med Chem,2019,
CHEMBL3416886,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,10000.0,Inhibition of human Nav1.5 expressed in HEK293 cells by electrophysiology assay,J Med Chem,2019,
CHEMBL4547737,,CC(=O)OC[C@@H]1NC(=N)N2CCC(O)(O)[C@@]23NC(=N)N[C@@H]13,'=',IC50,4600.0,Inhibition of human Nav1.5 expressed in HEK293 cells by electrophysiology assay,J Med Chem,2019,
CHEMBL3113248,,CC(C)(C)OC(=O)n1cc(-c2cccc(NC(=O)c3cc[nH]c3)c2)nc1N.Cl,'>',IC50,30000.0,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL5094715,,C[C@@H](c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)CC1,'=',IC50,1500.0,Inhibition of human Nav1.5 expressed in HEK293 cells incubated for 1 hr in presence of veratridine and anthropleurin-C by sodium influx assay,J Med Chem,2021,
CHEMBL2443262,OLICERIDINE,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,'=',IC50,16500.0,Inhibition of human Nav 1.5 tonic ion channel expressed in HEK293 cells by whole-cell patch clamp technique,J Med Chem,2013,
CHEMBL3687538,,COc1cc(C(F)(F)F)ccc1-c1ncnc2cc(S(=O)(=O)Nc3nccs3)ccc12,'=',IC50,16000.0,Inhibition of 20% inactivated human Nav1.5 expressed in HEK293 cells assessed as inhibition of peak inward current by whole cell patch clamp method,ACS Med Chem Lett,2016,
CHEMBL3113260,,Cl.Nc1nc(-c2ccc(NC(=O)[C@@H]3CCCN3)cc2)c[nH]1,'>',IC50,30000.0,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL3113259,,Cl.Nc1nc(-c2ccc(NC(=O)[C@H]3CCCN3)cc2)c[nH]1,'>',IC50,30000.0,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL2069427,,COc1cnc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1,'=',IC50,12589.25,Inhibition of human NaV1.5 expressed in CHO cells by IonWorks assay,Bioorg Med Chem Lett,2012,
CHEMBL2443262,OLICERIDINE,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,'=',IC50,4700.0,Inhibition of human Nav 1.5 phasic ion channel expressed in HEK293 cells by whole-cell patch clamp technique,J Med Chem,2013,
CHEMBL3979498,,COc1cc(-c2cccc(C(F)(F)F)c2)ccc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ncccn3)ccc21,'>',IC50,42500.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as use-dependent block at pulse 26 after 3 to 8 mins by ionworks quattro electrophysiology assay,J Med Chem,2017,
CHEMBL250699,,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,'=',IC50,32820.0,Inhibition of human Nav1.5 channel expressed in HEK293 cells at -150 mV by patch clamp method,Proc Natl Acad Sci U S A,2007,
CHEMBL3950353,,N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)c(F)cc21,'=',IC50,320.0,Inhibition of human NaV1.5 expressed in HEK295 cells at holding potential of -125 mV with test potentials to -10 mV by whole cell voltage clamp method,Bioorg Med Chem Lett,2017,
CHEMBL3341981,,O=S(=O)(Nc1ncns1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1Cl,'>',IC50,10000.0,Inhibition of Nav1.5 (unknown origin) expressed in HEK293 cells by IonWorks patch-clamp method,Bioorg Med Chem Lett,2014,
CHEMBL308954,ETRAVIRINE,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,'=',IC50,501187.23,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL32,MOXIFLOXACIN,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,'=',IC50,39810.72,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,
CHEMBL4129030,,CS(=O)(=O)NC(=O)c1cc(F)c(COc2ccc(Cl)c(Cl)c2)cc1F,'=',IC50,11000.0,Inhibition of human Nav1.5 expressed in HEK cells at holding potential of -50 mV followed by voltage step to -120 mV by PatchXpress electrophysiology assay,Bioorg Med Chem Lett,2018,
CHEMBL3682634,,O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(C(F)(F)F)cc3Br)cccc2c1,'=',IC50,21000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inhibition of sodium current at holding potential of -125 mV measured for 3 to 5 mins by whole cell voltage clamp method,ACS Med Chem Lett,2016,
CHEMBL3417036,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,10000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3416904,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,20000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3416901,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](C)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,20000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3800494,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3800461,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
